Fawley,Y,L,100,7,xxxx,12,0,0,0,12,0,0,0
Langley Manor 1,Y,W,200,5,xxxx,15,0,0,0,15,0,0,0
Bashley,N,W,0,0,,0,0,0,0,0,0,0,0
Lymington 2,N,W,0,0,,0,0,0,0,0,0,0,0
New Milton,N,W,0,0,,0,0,0,0,0,0,0,0
Hythe & Dibden,N,W,0,0,,0,0,0,0,0,0,0,0
Lymington 1,N,W,0,0,,0,0,0,0,0,0,0,0
Pylewell Park,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
,N,W,0,0,,0,0,0,0,0,0,0,0
